rc108

VEHICLE
NUMBER		 CAPACITY
	25				 200

CUSTOMER
CUST NO.     XCOORD.    YCOORD.      DEMAND    READY TIME  DUE DATE  SERVICE TIME  AVAIL. TIME

	  0				   40				   50				    0				    0				  240				    0				    0
	  1				   25				   85				   20				   49				  191				   10				    0
	  2				   22				   75				   30				   30				  168				   10				    0
	  3				   22				   85				   10				   95				  152				   10				   19
	  4				   20				   80				   40				   69				  193				   10				   27
	  5				   20				   85				   20				   40				  189				   10				   27
	  6				   18				   75				   20				   60				  159				   10				   40
	  7				   15				   75				   20				   54				  133				   10				    4
	  8				   15				   80				   10				   67				  144				   10				   44
	  9				   10				   35				   20				   57				  154				   10				   34
	 10				   10				   40				   30				  106				  161				   10				   31
	 11				    8				   40				   40				   33				  152				   10				   17
	 12				    8				   45				   20				   32				  148				   10				    0
	 13				    5				   35				   10				   53				  191				   10				   36
	 14				    5				   45				   10				   35				  194				   10				   29
	 15				    2				   40				   20				   39				  163				   10				   29
	 16				    0				   40				   20				   41				  141				   10				    0
	 17				    0				   45				   20				   51				  189				   10				   15
	 18				   44				    5				   20				   73				  130				   10				   36
	 19				   42				   10				   40				   40				  148				   10				   13
	 20				   42				   15				   10				   94				  179				   10				    0
	 21				   40				    5				   10				   45				  161				   10				    0
	 22				   40				   15				   40				   64				  149				   10				   17
	 23				   38				    5				   30				   45				  164				   10				    2
	 24				   38				   15				   10				   51				  194				   10				   33
	 25				   35				    5				   20				   45				  183				   10				   27
	 26				   95				   30				   30				   90				  169				   10				    0
	 27				   95				   35				   20				   57				  172				   10				   19
	 28				   92				   30				   10				   55				  174				   10				    0
	 29				   90				   35				   10				   52				  174				   10				    8
	 30				   88				   30				   10				   52				  147				   10				    0
	 31				   88				   35				   20				   50				  172				   10				    0
	 32				   87				   30				   10				   61				  178				   10				   43
	 33				   85				   25				   10				   51				  178				   10				    3
	 34				   85				   35				   30				   83				  168				   10				    0
	 35				   67				   85				   20				   57				  185				   10				   31
	 36				   65				   85				   40				   43				  186				   10				   17
	 37				   65				   82				   10				   95				  182				   10				    0
	 38				   62				   80				   30				   38				  141				   10				    0
	 39				   60				   80				   10				   36				  193				   10				   25
	 40				   60				   85				   30				   61				  138				   10				    1
	 41				   58				   75				   20				   49				  164				   10				    6
	 42				   55				   80				   10				   33				  180				   10				    0
	 43				   55				   85				   20				  100				  185				   10				   71
	 44				   55				   82				   10				   35				  142				   10				    0
	 45				   20				   82				   10				   37				  192				   10				    2
	 46				   18				   80				   10				   71				  184				   10				   61
	 47				    2				   45				   10				   38				  191				   10				    0
	 48				   42				    5				   10				   50				  184				   10				   19
	 49				   42				   12				   10				   99				  138				   10				   51
	 50				   72				   35				   30				   83				  178				   10				   35
	 51				   55				   20				   19				   45				  150				   10				    5
	 52				   25				   30				    3				   25				  150				   10				    0
	 53				   20				   50				    5				   68				  143				   10				   37
	 54				   55				   60				   16				  107				  200				   10				   32
	 55				   30				   60				   16				   95				  214				   10				   33
	 56				   50				   35				   19				   91				  198				   10				    0
	 57				   30				   25				   23				   56				  165				   10				    0
	 58				   15				   10				   20				   51				  182				   10				    0
	 59				   10				   20				   19				   42				  187				   10				    0
	 60				   15				   60				   17				   62				  203				   10				    0
	 61				   45				   65				    9				   37				  124				   10				   30
	 62				   65				   35				    3				   29				  168				   10				    0
	 63				   65				   20				    6				   39				  190				   10				    0
	 64				   45				   30				   17				   20				  139				   10				    0
	 65				   35				   40				   16				   11				  150				   10				    0
	 66				   41				   37				   16				   97				  198				   10				   52
	 67				   64				   42				    9				   31				  138				   10				    0
	 68				   40				   60				   21				  101				  216				   10				   49
	 69				   31				   52				   27				    9				  139				   10				    0
	 70				   35				   69				   23				   30				  210				   10				   12
	 71				   65				   55				   14				   30				  129				   10				    0
	 72				   63				   65				    8				   27				  202				   10				    0
	 73				    2				   60				    5				   46				  137				   10				   22
	 74				   20				   20				    8				   71				  193				   10				    0
	 75				    5				    5				   16				   57				  165				   10				   27
	 76				   60				   12				   31				   48				  131				   10				   27
	 77				   23				    3				    7				   49				  180				   10				    0
	 78				    8				   56				   27				   47				  162				   10				    0
	 79				    6				   68				   30				   65				  142				   10				   59
	 80				   47				   47				   13				   93				  222				   10				   30
	 81				   49				   58				   10				   78				  123				   10				    0
	 82				   27				   43				    9				   14				  140				   10				    0
	 83				   37				   31				   14				   19				  172				   10				   13
	 84				   57				   29				   18				   73				  148				   10				   10
	 85				   63				   23				    2				   59				  144				   10				   40
	 86				   21				   24				   28				   63				  140				   10				   29
	 87				   12				   24				   13				   91				  118				   10				    0
	 88				   24				   58				   19				   27				  136				   10				    3
	 89				   67				    5				   25				   52				  177				   10				   18
	 90				   37				   47				    6				   53				  148				   10				   22
	 91				   49				   42				   13				   89				  217				   10				    0
	 92				   53				   43				   14				   14				  177				   10				    3
	 93				   61				   52				    3				   50				  208				   10				    0
	 94				   57				   48				   23				   76				  143				   10				   25
	 95				   56				   37				    6				   20				  159				   10				    0
	 96				   55				   54				   26				  105				  188				   10				   43
	 97				    4				   18				   35				  104				  165				   10				   85
	 98				   26				   52				    9				   14				  136				   10				    0
	 99				   26				   35				   15				   42				  141				   10				    0
	100				   31				   67				    3				   43				  210				   10				    0
